sepal_length,sepal_width,petal_length,petal_width,species
6.064610590987614,2.532818438381468,5.162883311949345,2.171785301929905,virginica
5.604762772277344,2.641440507140799,5.741012248237516,2.557386570002215,virginica
5.744392161784408,2.2031185539224256,4.737106539950176,2.0451377036051737,virginica
5.15376768514259,2.958865095838184,4.7209960507105055,1.7934300653238162,virginica
5.1725716640671155,2.7469511751885745,4.8366589835942015,1.5319236898339232,virginica
5.832107650354936,3.000706457586818,4.670204324318197,1.5037903932920906,virginica
5.863638215126165,1.6909340071175285,4.7728525667410935,1.942815215852177,virginica
6.924478047472673,2.8379695088643273,4.665555654722585,1.7632657830122505,virginica
6.029609217007244,2.504178787573884,4.787937456444999,2.0310011532786594,virginica
5.713168996559882,2.3359423176278824,4.783623364892001,1.7796926160152124,virginica
6.0532151138459485,2.4235068347737436,5.551996494291344,1.314484049507354,virginica
6.623042596248815,1.8779829302775553,4.628656202959825,1.7810577757613542,virginica
5.611091656204563,2.1668272463602514,5.676135221711811,2.4118947948651273,virginica
6.360836032021617,2.161284468634831,4.537739866860113,2.0394799646097894,virginica
6.356499215086194,2.4279023805525597,4.6125895962252015,2.1967601156578693,virginica
5.81951691709046,2.8477989410092746,4.259468336200051,2.1403825786017032,virginica
5.845226780343005,2.597839906672635,4.174443211807349,2.185407320120656,virginica
5.73863848974048,2.8147027677510668,4.4478281547286205,1.444412967887599,virginica
6.3030049756728195,2.115871194251115,5.677397090992182,1.5279837051486034,virginica
6.105508733601309,2.4709860664388823,4.527540456595525,2.0706131448439313,virginica
6.551650941008261,2.5342682945986117,4.8751508807309385,1.8755841432228837,virginica
6.1539008844460295,1.9869494822030123,4.125907288947143,2.144113229007926,virginica
5.908008331823661,2.505530179919618,4.973790852680835,1.7965359449051594,virginica
6.097922627548841,2.2064881667154905,5.004126377857236,1.5410953383806536,virginica
6.236298741206522,2.576808920294163,5.2913454919727565,2.579495385786955,virginica
5.079562884334178,2.1161269099792896,4.48759071115216,1.9824693372019224,virginica
5.637128093423267,2.5560300293431233,4.4223085338233385,1.6884424576423382,virginica
